x,y,timestamp,shape,x(px/s^2),y(px/s^2),screenWidth,screenHeight
178,280,13:22:40:467,Right Triangle,0,0,1440,900
END_OF_STROKE,0,0,13:22:40:589,END_OF_STROKE,0,0,0
219,284,13:22:41:105,Equilateral Triangle,80,9,1440,900
567,283,13:22:41:263,Equilateral Triangle,906,0,1440,900
574,281,13:22:41:413,Equilateral Triangle,0,0,1440,900
END_OF_STROKE,0,0,13:22:41:546,END_OF_STROKE,0,0,0
228,298,13:22:42:050,Equilateral Triangle,-819,63,1440,900
560,297,13:22:42:215,Equilateral Triangle,5596,-76,1440,900
723,327,13:22:42:517,Equilateral Triangle,0,0,1440,900
663,346,13:22:42:680,Equilateral Triangle,-81,0,1440,900
END_OF_STROKE,0,0,13:22:42:774,END_OF_STROKE,0,0,0
END_OF_STROKE,0,0,13:22:43:524,END_OF_STROKE,0,0,0
206,297,13:22:43:998,Right Triangle,-450,-56,1440,900
720,382,13:22:44:164,Right Triangle,3056,681,1440,900
783,377,13:22:44:314,Right Triangle,71,-255,1440,900
798,363,13:22:44:464,Right Triangle,284,-85,1440,900
841,350,13:22:44:614,Right Triangle,284,-85,1440,900
855,349,13:22:44:764,Right Triangle,0,0,1440,900
855,349,13:22:44:955,Right Triangle,0,0,1440,900
145,234,13:22:45:113,Right Triangle,-1611,-563,1440,900
126,225,13:22:45:277,Right Triangle,0,0,1440,900
148,249,13:22:45:428,Right Triangle,1279,1192,1440,900
225,299,13:22:45:595,Right Triangle,0,28,1440,900
224,298,13:22:45:762,Right Triangle,0,-85,1440,900
198,295,13:22:45:959,Right Triangle,0,-18,1440,900
199,295,13:22:46:113,Right Triangle,0,0,1440,900
205,298,13:22:46:264,Right Triangle,0,0,1440,900
END_OF_STROKE,0,0,13:22:46:539,END_OF_STROKE,0,0,0
207,295,13:22:47:164,Equilateral Triangle,3,-5,1440,900
901,348,13:22:47:329,Equilateral Triangle,3491,1045,1440,900
961,370,13:22:47:545,Equilateral Triangle,-10,-12,1440,900
END_OF_STROKE,0,0,13:22:47:693,END_OF_STROKE,0,0,0
210,285,13:22:50:491,Equilateral Triangle,-290,-30,1440,900
367,321,13:22:50:643,Equilateral Triangle,4194,1532,1440,900
500,421,13:22:50:793,Equilateral Triangle,0,85,1440,900
501,422,13:22:50:943,Equilateral Triangle,0,0,1440,900
END_OF_STROKE,0,0,13:22:51:059,END_OF_STROKE,0,0,0
182,385,13:22:51:670,Hexagon,-650,-78,1440,900
233,370,13:22:51:826,Hexagon,1141,-322,1440,900
271,366,13:22:52:082,Hexagon,0,0,1440,900
END_OF_STROKE,0,0,13:22:52:116,END_OF_STROKE,0,0,0
244,357,13:24:07:592,Hexagon,0,0,1440,900
442,226,13:24:07:759,Hexagon,4325,-2970,1440,900
649,120,13:24:07:909,Hexagon,0,0,1440,900
600,162,13:24:08:075,Hexagon,0,0,1440,900
587,152,13:24:08:241,Hexagon,-134,-80,1440,900
587,151,13:24:08:469,Hexagon,0,0,1440,900
588,186,13:24:08:657,Hexagon,0,0,1440,900
588,183,13:24:08:808,Hexagon,0,0,1440,900
END_OF_STROKE,0,0,13:24:09:181,END_OF_STROKE,0,0,0
626,161,13:27:00:828,Hexagon,0,0,1440,900
543,175,13:27:00:978,Hexagon,-4003,1085,1440,900
243,256,13:27:01:143,Hexagon,-24,0,1440,900
242,265,13:27:01:308,Hexagon,-76,181,1440,900
261,253,13:27:01:460,Hexagon,680,-543,1440,900
285,244,13:27:01:610,Hexagon,0,0,1440,900
280,315,13:27:01:776,Hexagon,-269,1447,1440,900
END_OF_STROKE,0,0,13:27:01:869,END_OF_STROKE,0,0,0
243,330,13:27:03:345,Hexagon,-22,-18,1440,900
336,330,13:27:03:507,Hexagon,4003,0,1440,900
1128,320,13:27:03:658,Hexagon,537,-80,1440,900
962,261,13:27:03:809,Hexagon,-1848,-255,1440,900
842,256,13:27:03:973,Hexagon,-680,-452,1440,900
821,243,13:27:04:124,Hexagon,-71,-85,1440,900
END_OF_STROKE,0,0,13:27:04:186,END_OF_STROKE,0,0,0
187,373,13:27:04:820,Hexagon,-1205,298,1440,900
327,373,13:27:04:973,Hexagon,5060,0,1440,900
850,433,13:27:05:123,Hexagon,142,0,1440,900
839,424,13:27:05:275,Hexagon,0,0,1440,900
END_OF_STROKE,0,0,13:27:05:358,END_OF_STROKE,0,0,0
219,282,13:27:06:083,Equilateral Triangle,-1029,-277,1440,900
312,282,13:27:06:240,Equilateral Triangle,3776,0,1440,900
622,272,13:27:06:390,Equilateral Triangle,1275,402,1440,900
907,388,13:27:06:540,Equilateral Triangle,853,255,1440,900
912,319,13:27:06:705,Equilateral Triangle,-151,-1537,1440,900
908,262,13:27:06:857,Equilateral Triangle,0,-161,1440,900
END_OF_STROKE,0,0,13:27:06:971,END_OF_STROKE,0,0,0
194,288,13:27:07:736,Right Triangle,-1081,53,1440,900
826,276,13:27:07:887,Right Triangle,6301,0,1440,900
936,276,13:27:08:040,Right Triangle,0,0,1440,900
997,277,13:27:08:207,Right Triangle,60,0,1440,900
END_OF_STROKE,0,0,13:27:08:277,END_OF_STROKE,0,0,0
903,260,13:27:09:209,Right Triangle,-122,-23,1440,900
89,264,13:27:09:372,Right Triangle,-1141,0,1440,900
84,263,13:27:09:522,Right Triangle,0,-76,1440,900
END_OF_STROKE,0,0,13:27:09:681,END_OF_STROKE,0,0,0
211,282,13:27:10:532,Equilateral Triangle,126,2,1440,900
949,282,13:27:10:688,Equilateral Triangle,5572,0,1440,900
975,284,13:27:10:870,Equilateral Triangle,-18,0,1440,900
922,259,13:27:11:021,Equilateral Triangle,-67,-80,1440,900
END_OF_STROKE,0,0,13:27:11:067,END_OF_STROKE,0,0,0
177,464,13:27:15:033,Yellow Diamond,-227,77,1440,900
219,402,13:27:15:185,Yellow Diamond,1493,-2128,1440,900
573,132,13:27:15:351,Yellow Diamond,1635,-1447,1440,900
601,94,13:27:15:849,Yellow Diamond,-111,63,1440,900
343,337,13:27:16:001,Yellow Diamond,-284,426,1440,900
261,400,13:27:16:165,Yellow Diamond,-886,1061,1440,900
192,468,13:27:16:315,Yellow Diamond,-259,413,1440,900
182,478,13:27:16:563,Yellow Diamond,0,-11,1440,900
946,96,13:27:16:715,Yellow Diamond,7492,-3762,1440,900
